iter   avgS    lowS%    avgR     lowR      avgC      noC
468 31850.98 0.3684162 31850.98 14621.85 59451.48 1
469 31321.88 0.3754561 31321.88 14901.26 59319.39 0
470 27260.81 0.4052822 27260.81 16085.01 56299.96 0
471 28455.41 0.3439946 28455.41 13652.6 45836.34 0
472 31767.64 0.4325868 31767.64 17168.68 57740.35 0
473 27441.81 0.398733 27441.81 15825.08 47443.82 0
474 32377.89 0.4405977 32377.89 17486.62 55137.98 0
475 32268.67 0.4663302 32268.67 18507.9 58164.34 0
476 30329.98 0.3086303 30329.98 12249.05 57792.95 0
477 30308.45 0.3465301 30308.45 13753.23 50854.1 0
478 33334.36 0.384526 33334.36 15261.23 64618.3 0
479 33226.42 0.4716107 33226.42 18717.48 63505.82 0
480 33523.75 0.4880428 33523.75 19369.64 63703.38 0
481 29563.14 0.2729494 29563.14 10832.93 52553.85 0
482 32348.17 0.2557787 32348.17 10151.45 56074.19 0
483 25261.48 0.3596036 25261.48 14272.1 38855.52 0
484 26722.98 0.3719774 26722.98 14763.19 43358.55 0
485 28210.72 0.3012096 28210.72 11954.53 60534.95 0
486 32828.35 0.3161939 32828.35 12549.23 57980.46 1
487 28821.15 0.341674 28821.15 13560.5 49069.11 0
488 29224.03 0.3566456 29224.03 14154.7 61312.26 0
489 31488.42 0.3771115 31488.42 14966.96 57297.6 0
490 32046.62 0.4429767 32046.62 17581.04 54134.23 0
491 21727.88 0.3489448 21727.88 13849.06 30627.38 0
492 31725.49 0.4897473 31725.49 19437.29 66276.02 0
493 22940.07 0.329699 22940.07 13085.23 38561.37 0
494 25897.14 0.3439765 25897.14 13651.88 47827.31 0
495 33720.32 0.4397848 33720.32 17454.36 75289.49 0
496 33299.98 0.4023656 33299.98 15969.25 62991.23 0
497 24799.38 0.3727223 24799.38 14792.76 37910.51 1
498 30866.72 0.3667414 30866.72 14555.38 52793 0
499 31199.49 0.3538765 31199.49 14044.8 65689.18 0
500 30568.2 0.3387266 30568.2 13443.52 62561.35 0
501 28851.94 0.3857152 28851.94 15308.42 53173.82 0
502 30777.62 0.5114942 30777.62 20300.39 52576.69 0
503 27802.3 0.3075213 27802.3 12205.03 51742.59 1
504 33989.89 0.3793905 33989.89 15057.41 69296.93 0
505 27234.14 0.3250464 27234.14 12900.57 57752.03 0
506 27531.3 0.4144582 27531.3 16449.19 47539.78 0
507 28702.73 0.3797405 28702.73 15071.3 63829.64 0
508 35531.5 0.3728413 35531.5 14797.48 64260.68 1
509 35063.36 0.4785924 35063.36 18994.57 64728.01 0
510 28942.2 0.3962835 28942.2 15727.86 56549.74 0
511 28916.56 0.3712901 28916.56 14735.91 41401.74 0
512 26633.4 0.4272565 26633.4 16957.13 42682.94 0
513 35256.55 0.3853069 35256.55 15292.22 70616.65 0
514 29032.46 0.2955651 29032.46 11730.51 51928.26 0
515 36224.97 0.3811992 36224.97 15129.19 77137.49 0
516 30901.64 0.3338391 30901.64 13249.54 50295.73 1
517 28730.96 0.4031056 28730.96 15998.62 49524.8 1
518 33568.56 0.4218141 33568.56 16741.13 63566.31 0
519 27133.19 0.3518724 27133.19 13965.26 54677.81 0
520 27179.88 0.3408553 27179.88 13528.01 42053.28 0
521 32660.09 0.3727183 32660.09 14792.6 59270.21 0
522 28189.98 0.3670978 28189.98 14569.53 46195.23 0
523 24924.17 0.3245606 24924.17 12881.29 35502.48 0
524 25775.32 0.3922886 25775.32 15569.31 35760.98 0
525 27390.27 0.3806689 27390.27 15108.14 48585.04 0
526 30845.51 0.3771458 30845.51 14968.32 55450.82 0
527 29963.99 0.4107883 29963.99 16303.53 50746.01 1
528 25981.04 0.3438804 25981.04 13648.07 38633.31 0
529 31794.99 0.3737279 31794.99 14832.67 62893.25 0
530 26721.35 0.3312451 26721.35 13146.59 39806.16 0
531 33546.43 0.429318 33546.43 17038.95 68081.6 0
532 25703.23 0.448543 25703.23 17801.96 43024.9 0
533 35031.78 0.4789037 35031.78 19006.93 76506.56 0
534 29510.41 0.3729019 29510.41 14799.88 49443.41 1
535 30406.73 0.4879823 30406.73 19367.24 62652.87 0
536 31871.87 0.4368301 31871.87 17337.09 62667.64 0
537 32151.58 0.3238563 32151.58 12853.34 68512.24 0
538 27351.93 0.3549611 27351.93 14087.84 38495.15 0
539 28249.81 0.3863476 28249.81 15333.52 51934.06 0
540 26105.19 0.3660057 26105.19 14526.18 47201.07 0
541 36438.69 0.3239334 36438.69 12856.4 65887.76 0
542 26593.45 0.351261 26593.45 13940.99 36881.43 0
543 27406.77 0.3209032 27406.77 12736.14 49541.86 0
544 30158.96 0.4005748 30158.96 15898.18 52371.85 0
545 30725.63 0.3641246 30725.63 14451.53 57690.08 0
546 35471.51 0.4148007 35471.51 16462.78 68902.82 0
547 29089.38 0.4067789 29089.38 16144.41 51820.64 0
548 28465.06 0.3815837 28465.06 15144.45 42365.23 0
549 32257.15 0.4345504 32257.15 17246.62 61539.38 0
550 33622.66 0.2938071 33622.66 11660.74 57452.93 0
551 29404.91 0.4380076 29404.91 17383.82 51183.46 0
552 31046.58 0.3622737 31046.58 14378.07 51404.09 1
553 31207.9 0.4161593 31207.9 16516.7 56602.16 0
554 28924.37 0.395443 28924.37 15694.51 62401.41 1
555 28935.53 0.2250887 28935.53 8933.413 56708.6 1
556 29846.65 0.3621793 29846.65 14374.32 53566.92 0
557 27130.66 0.3992445 27130.66 15845.38 46499.89 0
558 33673.28 0.4538459 33673.28 18012.42 59596.97 0
559 26044.58 0.3488574 26044.58 13845.6 43472.23 1
560 28456.05 0.3404403 28456.05 13511.53 50879.85 0
561 27285.28 0.4844233 27285.28 19225.99 39116.8 0
562 29954.37 0.3442095 29954.37 13661.13 45598.57 0
563 28372.5 0.4033303 28372.5 16007.54 44931.65 0
564 27411.67 0.3750383 27411.67 14884.67 40710.92 1
565 33478.31 0.3412483 33478.31 13543.6 75670.52 0
566 28098.15 0.375976 28098.15 14921.89 45189.16 0
567 30781.42 0.3394668 30781.42 13472.9 64436.01 0
568 26297.86 0.3826735 26297.86 15187.7 47489.13 0
569 25643.18 0.4379894 25643.18 17383.1 45631.05 0
570 33243.11 0.3779954 33243.11 15002.04 64416.44 0
571 29428.47 0.4656783 29428.47 18482.03 51652.09 0
572 25696.22 0.3603387 25696.22 14301.27 38351 0
573 31355.9 0.380933 31355.9 15118.62 54523.97 0
574 28784.65 0.4404026 28784.65 17478.88 48530.69 0
575 27260.42 0.306814 27260.42 12176.96 41847.22 0
576 27457.78 0.3858861 27457.78 15315.21 37693.67 0
577 32416.13 0.3853488 32416.13 15293.88 51034.46 0
578 25935.68 0.3775965 25935.68 14986.2 54167.59 0
579 23798.26 0.3156768 23798.26 12528.71 35271.75 0
580 24550.34 0.3432033 24550.34 13621.19 41827.34 0
581 25141.68 0.3232983 25141.68 12831.19 32727.36 0
582 27142.5 0.3736905 27142.5 14831.18 43512.09 0
583 28080.98 0.272159 28080.98 10801.56 40234.28 0
584 30529.24 0.3682881 30529.24 14616.77 53522.84 0
585 32510.13 0.4443471 32510.13 17635.43 54502.41 0
586 24207.16 0.3683627 24207.16 14619.73 39487.22 0
587 29332.98 0.3490662 29332.98 13853.88 46063.07 0
588 27121.1 0.3446315 27121.1 13677.87 35939.16 0
589 31025.66 0.3949452 31025.66 15674.75 49257.63 0
590 31914.16 0.4737537 31914.16 18802.53 61706.77 0
591 26660.45 0.3847174 26660.45 15268.82 45760.13 0
592 26807.76 0.3478187 26807.76 13804.37 48226.16 0
593 39627.33 0.4215842 39627.33 16732.01 94992.3 0
594 25754.67 0.3119965 25754.67 12382.65 41279.74 1
595 34354.88 0.4180236 34354.88 16590.69 61201.38 0
596 33265.35 0.3764154 33265.35 14939.33 63869.16 0
597 28963.93 0.4134696 28963.93 16409.95 46850.54 0
598 29451.98 0.2186485 29451.98 8677.81 51246.19 1
599 21832.54 0.302261 21832.54 11996.26 30813.92 0
600 26841.83 0.4411295 26841.83 17507.73 53757.6 0
601 28589.92 0.3679457 28589.92 14603.18 60030.31 0
602 34026.25 0.4344037 34026.25 17240.79 79172.41 0
603 28180.95 0.3340733 28180.95 13258.84 55122.34 0
604 27429 0.341035 27429 13535.14 38420.95 0
605 27425.69 0.4362779 27425.69 17315.17 43526.4 0
606 30529.28 0.464078 30529.28 18418.52 58969.93 0
607 29392.84 0.3698364 29392.84 14678.22 53590.84 0
608 23913.9 0.308407 23913.9 12240.18 44144.46 0
609 26763.58 0.3899653 26763.58 15477.1 49271.86 0
610 27525.32 0.4174183 27525.32 16566.67 43300.11 0
611 28626.79 0.3871385 28626.79 15364.91 66652.78 0
612 29590.27 0.3048009 29590.27 12097.06 47986.55 0
613 38224.65 0.5408286 38224.65 21464.63 73068.7 0
614 25676.47 0.2959689 25676.47 11746.54 46290.28 0
615 30364.9 0.4057971 30364.9 16105.44 53551.17 0
616 31725.39 0.5068785 31725.39 20117.2 50761.59 0
617 25894.49 0.2653712 25894.49 10532.16 42330.46 1
618 35014.33 0.5552952 35014.33 22038.78 56942.11 0
619 27530.54 0.3752608 27530.54 14893.5 56881.4 0
620 28650.68 0.3606303 28650.68 14312.84 61247.44 0
621 27252.66 0.3296003 27252.66 13081.31 38408.02 0
622 24148.9 0.3648112 24148.9 14478.78 37557.05 1
623 29794.32 0.4608599 29794.32 18290.8 46425.63 0
624 34969.25 0.4075583 34969.25 16175.34 65320.24 0
625 26470.39 0.3205901 26470.39 12723.71 36049.2 1
626 31691.3 0.418539 31691.3 16611.15 60398.43 0
627 30812.76 0.4127072 30812.76 16379.69 56263.13 0
628 33589.64 0.5102937 33589.64 20252.75 62200.07 0
629 31691.96 0.3465574 31691.96 13754.31 52769.5 0
630 34131.89 0.3837904 34131.89 15232.03 70214.33 0
631 30947.31 0.4432335 30947.31 17591.23 53518.4 0
632 27538.91 0.3126083 27538.91 12406.93 49565.99 0
633 27213.82 0.4102502 27213.82 16282.18 37564.34 0
634 32537.1 0.3744296 32537.1 14860.51 58975.46 1
635 31717.23 0.4658397 31717.23 18488.44 47727.41 0
636 32219.74 0.3643332 32219.74 14459.81 61124.16 1
637 27300.26 0.3249161 27300.26 12895.4 52854.27 0
638 29124.76 0.4359043 29124.76 17300.35 56836.39 0
639 32931 0.4633886 32931 18391.16 64500.03 0
640 26952.67 0.4093518 26952.67 16246.52 45349.59 1
641 28493.75 0.4289791 28493.75 17025.5 42548.92 0
642 25950.11 0.3383712 25950.11 13429.42 36497.45 0
643 32688.44 0.4120808 32688.44 16354.83 53021 0
644 26468.87 0.4017108 26468.87 15943.26 46305.06 0
645 26327.19 0.3452898 26327.19 13704 52171.47 0
646 29509.95 0.4000476 29509.95 15877.25 51784.2 0
647 29794.83 0.2068784 29794.83 8210.675 53059.58 1
648 30941.78 0.410142 30941.78 16277.88 61065.89 0
649 24877.45 0.350081 24877.45 13894.16 29299.74 0
650 32889.57 0.3486957 32889.57 13839.18 71208.52 0
651 31329.24 0.2930991 31329.24 11632.64 58383.68 0
652 25638.83 0.3907324 25638.83 15507.55 45395.44 0
653 34392.17 0.4662878 34392.17 18506.22 67955.25 0
654 29922.51 0.3830339 29922.51 15202.01 54720.48 0
655 28428.53 0.3159173 28428.53 12538.26 46183.53 1
656 34279.59 0.4832246 34279.59 19178.42 67901.18 0
657 29179.68 0.4379108 29179.68 17379.98 58180.36 0
658 32134.73 0.4924608 32134.73 19544.99 69372.65 0
659 27679.18 0.3283698 27679.18 13032.48 62052.34 1
660 25829.43 0.3570526 25829.43 14170.85 50025.32 0
661 29918.29 0.4495278 29918.29 17841.04 53341.56 0
662 24496.44 0.4152972 24496.44 16482.49 34265.57 0
663 32433.51 0.4676651 32433.51 18560.89 60085.57 0
664 30630.91 0.3449076 30630.91 13688.83 51726.76 0
665 29667.74 0.2901086 29667.74 11513.95 49771.11 0
666 33847.87 0.4999624 33847.87 19842.71 63524.32 0
667 29786.88 0.3897633 29786.88 15469.08 62925.43 0
668 29263.09 0.3918006 29263.09 15549.94 57969.12 0
669 30747.57 0.4196803 30747.57 16656.44 44938.36 0
670 28419.28 0.3143406 28419.28 12475.68 55265.11 0
671 31004.8 0.4044108 31004.8 16050.42 49097.65 0
672 30557.04 0.4895943 30557.04 19431.22 67822.87 0
673 26598.52 0.4134839 26598.52 16410.52 53385.96 0
674 27704.96 0.4386049 27704.96 17407.53 42399.98 0
675 28399.37 0.3289862 28399.37 13056.94 48193.31 0
676 28236.4 0.4585291 28236.4 18198.29 53218.83 0
677 25220.61 0.4189142 25220.61 16626.04 50422.49 0
678 29256.1 0.3362722 29256.1 13346.11 40433.19 1
679 26058.37 0.4411108 26058.37 17506.99 33385.53 0
680 31979.66 0.4941114 31979.66 19610.5 75875.44 0
681 28683.46 0.4234833 28683.46 16807.38 43476.34 1
682 35811.97 0.5525426 35811.97 21929.54 60605.8 0
683 32782.73 0.3276514 32782.73 13003.96 64690.59 0
684 27615.36 0.3124374 27615.36 12400.15 49377.34 1
685 29534.2 0.3995105 29534.2 15855.94 47083.18 0
686 30094.47 0.3617942 30094.47 14359.04 48287.99 0
687 27802.67 0.3666142 27802.67 14550.34 42571.11 1
688 29434.64 0.4038183 29434.64 16026.91 47587.44 0
689 29745.3 0.384678 29745.3 15267.26 40523.69 0
690 29624.82 0.2990698 29624.82 11869.6 64156.39 0
691 29509.51 0.4749317 29509.51 18849.28 49511.76 0
692 29732.26 0.4460156 29732.26 17701.65 48982.47 0
693 26921.89 0.4392644 26921.89 17433.71 46749.66 0
694 26697.94 0.3825259 26697.94 15181.84 48243.43 0
695 28529.57 0.4277631 28529.57 16977.24 42118.01 0
696 25661.78 0.3171011 25661.78 12585.24 52723.34 0
697 26603.36 0.4268612 26603.36 16941.44 41216.01 1
698 32112.04 0.4429407 32112.04 17579.61 64659.88 1
699 27247.84 0.3715543 27247.84 14746.4 50318.99 0
700 30886.32 0.3486539 30886.32 13837.52 75586.2 1
701 28553.2 0.4654676 28553.2 18473.67 46199.04 0
702 39665.5 0.4661594 39665.5 18501.13 79840.17 0
703 28756.21 0.2867062 28756.21 11378.91 56540.39 1
704 28560.82 0.4272349 28560.82 16956.28 48919.09 0
705 34475.42 0.4526442 34475.42 17964.73 62893.67 0
706 27745.06 0.3974386 27745.06 15773.71 44780.65 0
707 31341.01 0.4846492 31341.01 19234.96 56872.11 0
708 28965.78 0.2946751 28965.78 11695.19 55870.18 0
709 29155.69 0.4212326 29155.69 16718.05 57252.51 1
710 32196.74 0.5258892 32196.74 20871.71 70714.26 0
711 26633.8 0.4012002 26633.8 15923 49501.87 0
712 31806.77 0.3888846 31806.77 15434.21 62378.79 0
713 26114.14 0.3722783 26114.14 14775.13 38418.05 0
714 25239.64 0.3525612 25239.64 13992.59 41082.14 0
715 32146.78 0.4504773 32146.78 17878.73 66699.09 0
716 33729.54 0.391547 33729.54 15539.88 67492.39 0
717 25757.8 0.3177183 25757.8 12609.74 47386.15 0
718 31509.19 0.4676565 31509.19 18560.54 57968.09 0
719 25513.89 0.3318831 25513.89 13171.91 33182.67 0
720 28510.66 0.3506236 28510.66 13915.69 49980.98 0
721 29440.72 0.4188001 29440.72 16621.51 45728.71 1
722 28610.79 0.3596631 28610.79 14274.46 49517.89 0
723 31535.33 0.4360019 31535.33 17304.22 57831.54 0
724 30697.03 0.2612813 30697.03 10369.84 60180.69 0
725 28647.12 0.3985926 28647.12 15819.51 61028.88 0
726 32308.89 0.4134605 32308.89 16409.59 53891.28 0
727 28395.42 0.4061258 28395.42 16118.49 56800.67 0
728 27818.94 0.2995138 27818.94 11887.23 38962.42 0
729 27563.71 0.4679625 27563.71 18572.69 42608.1 0
730 27812.57 0.4280683 27812.57 16989.35 57619.78 0
731 30416.32 0.390373 30416.32 15493.28 52314.5 0
732 30767.84 0.3306566 30767.84 13123.23 61441.14 0
733 26690.1 0.4104141 26690.1 16288.68 44889.89 0
734 26481.07 0.429305 26481.07 17038.43 43525.24 0
735 32328.56 0.4478071 32328.56 17772.75 51968.75 0
736 37805.22 0.3654451 37805.22 14503.94 75118.38 1
737 27173.78 0.3781454 27173.78 15007.99 53230.68 0
738 27936.98 0.3919785 27936.98 15557 49406.3 0
739 26832.33 0.2830306 26832.33 11233.03 43476.95 0
740 28044.75 0.4260028 28044.75 16907.37 48654.25 1
741 32335.23 0.4915008 32335.23 19506.89 61298.11 0
742 28571.94 0.4078879 28571.94 16188.42 54465.81 0
743 28990.82 0.392755 28990.82 15587.82 51120.96 0
744 38570.67 0.3957729 38570.67 15707.6 81428.86 0
745 33083.36 0.4718029 33083.36 18725.11 50848.18 0
746 26974.25 0.4183682 26974.25 16604.37 38957.96 1
747 27183.86 0.3285979 27183.86 13041.53 49438.12 0
748 33109.79 0.5061556 33109.79 20088.51 70968.8 0
749 27679.06 0.4039062 27679.06 16030.39 40524.34 0
750 29526.89 0.4087221 29526.89 16221.53 55683.18 0
751 31319.7 0.4801528 31319.7 19056.5 54859.86 0
752 30156.38 0.4075512 30156.38 16175.06 63520.67 0
753 26280.84 0.3181545 26280.84 12627.05 43376.36 0
754 27544.13 0.3542313 27544.13 14058.88 37560.91 0
755 36941.89 0.4615263 36941.89 18317.24 94594.11 0
756 31155.63 0.4495782 31155.63 17843.05 66835.11 0
757 25127.56 0.3617124 25127.56 14355.79 35364.6 0
758 29237.65 0.4052693 29237.65 16084.5 47445.44 0
759 27508.93 0.3710515 27508.93 14726.44 46421.79 0
760 28326.45 0.4497217 28326.45 17848.74 44593.33 0
761 31804.38 0.3976216 31804.38 15780.97 74336.92 0
762 28275.14 0.3122394 28275.14 12392.29 39006.72 1
763 26113.43 0.392 26113.43 15557.86 41684.22 0
764 34761.65 0.5201336 34761.65 20643.28 65599.06 0
765 30666.64 0.3676119 30666.64 14589.93 66326.44 0
766 29573.98 0.4086206 29573.98 16217.5 49788.58 0
767 33587.3 0.6009948 33587.3 23852.53 57625.41 0
768 27977.51 0.3535912 27977.51 14033.47 47852.25 0
769 34286.15 0.4286417 34286.15 17012.11 66511.13 1
770 33323.45 0.4576925 33323.45 18165.09 62280.2 0
771 32454.07 0.511559 32454.07 20302.96 64314.43 0
772 28473.13 0.4029897 28473.13 15994.02 56138.78 0
773 31982.85 0.3721569 31982.85 14770.32 61028.3 0
774 28631.54 0.4425915 28631.54 17565.75 43219.25 0
775 24257.57 0.3438925 24257.57 13648.55 44238.14 0
776 26364.09 0.3427968 26364.09 13605.06 38600.18 0
777 32173.21 0.4104268 32173.21 16289.19 51686.71 0
778 32835.34 0.4186729 32835.34 16616.46 63705.92 0
779 27523.07 0.3451719 27523.07 13699.32 50755.5 0
780 32200.65 0.3784575 32200.65 15020.37 58534.89 0
781 34738.54 0.4205962 34738.54 16692.8 66122.12 0
782 29702.04 0.3662128 29702.04 14534.41 51611.49 0
783 31869 0.2788569 31869 11067.39 58801.19 0
784 31216.85 0.4361001 31216.85 17308.12 49935.77 0
785 30298.96 0.3199086 30298.96 12696.67 42768.02 0
786 23606.29 0.3804893 23606.29 15101.02 32190.77 0
787 20140.96 0.2979459 20140.96 11825 31359.45 0
788 34228.49 0.3886575 34228.49 15425.2 60467.77 0
789 31058.93 0.39839 31058.93 15811.46 59605.63 0
790 37871.83 0.3429482 37871.83 13611.07 84270.88 0
791 29474 0.3994931 29474 15855.25 59753.21 0
792 27993.57 0.3439128 27993.57 13649.35 54803.74 0
793 29299.32 0.4425733 29299.32 17565.03 53660.98 0
794 24682.59 0.3067048 24682.59 12172.63 35192.8 0
795 30961.54 0.4661207 30961.54 18499.59 57790.16 0
796 29368.62 0.4092307 29368.62 16241.72 52850.77 0
797 28772.84 0.3759297 28772.84 14920.05 44145.96 0
798 28376.9 0.3905606 28376.9 15500.73 45969.03 0
799 27077.51 0.2772415 27077.51 11003.27 44322.35 0
800 30321.45 0.3553535 30321.45 14103.42 47398.46 1
801 30845.71 0.4282829 30845.71 16997.87 53567.37 0
802 28385.08 0.4447416 28385.08 17651.09 45939.49 0
803 33448.27 0.4475998 33448.27 17764.53 63278.22 0
804 28635.86 0.3740304 28635.86 14844.67 42821.58 0
805 25319.5 0.3445873 25319.5 13676.12 39161.21 0
806 27317.49 0.4003364 27317.49 15888.71 55544.19 0
807 29120.36 0.4374014 29120.36 17359.77 59452.23 0
808 26230.17 0.3389547 26230.17 13452.57 45127.64 0
809 29414.32 0.415952 29414.32 16508.47 44750.33 1
810 23845.41 0.3109738 23845.41 12342.06 38183.04 0
811 34042.1 0.4191502 34042.1 16635.41 60591.91 0
812 32214.86 0.4264179 32214.86 16923.85 69090.18 0
813 32607.41 0.3424281 32607.41 13590.43 57955.96 0
814 30330.89 0.3735588 30330.89 14825.95 56489.59 0
815 26219.73 0.4023754 26219.73 15969.64 48268.35 0
816 32712.09 0.4730813 32712.09 18775.84 60123.55 0
817 27111.52 0.2734655 27111.52 10853.41 42788.1 1
818 28574.8 0.3788821 28574.8 15037.23 51355 0
819 31139.16 0.378457 31139.16 15020.36 49623.9 0
820 27559.77 0.3634379 27559.77 14424.27 38176.32 0
821 36145.04 0.3780026 36145.04 15002.32 79377.93 1
822 25442.69 0.3969733 25442.69 15755.24 37661.34 0
823 25585.08 0.3505904 25585.08 13914.38 34762.94 0
824 24950.31 0.3428754 24950.31 13608.18 41125.7 0
825 31994.9 0.4327207 31994.9 17174 52864.36 0
826 34183.64 0.4201991 34183.64 16677.03 61688.9 0
827 26206.32 0.3661366 26206.32 14531.38 44807.74 0
828 28884.35 0.3313052 28884.35 13148.98 55052.74 0
829 32267.68 0.4583831 32267.68 18192.5 60551.45 0
830 31887.93 0.4268667 31887.93 16941.66 55257.61 0
831 25788.14 0.3038742 25788.14 12060.28 41666.53 0
832 30867.52 0.4657794 30867.52 18486.04 50538.65 0
833 32340.02 0.5119094 32340.02 20316.87 62432.46 0
834 35048.42 0.3848483 35048.42 15274.02 67778.16 0
835 35119.39 0.3757915 35119.39 14914.57 66481.74 0
836 27115.73 0.4520369 27115.73 17940.63 49725.09 0
837 32424.3 0.4089754 32424.3 16231.59 54211.77 0
838 25932.09 0.3895539 25932.09 15460.78 41662.92 0
839 27367.68 0.3714001 27367.68 14740.28 43836.71 0
840 33628.38 0.3736876 33628.38 14831.07 63376.94 0
841 29324.54 0.2915058 29324.54 11569.4 47821.58 0
842 32198.24 0.3218606 32198.24 12774.13 55705.64 0
843 26144.4 0.3944372 26144.4 15654.58 47175.8 0
844 35033.21 0.4453059 35033.21 17673.48 76234.78 0
845 30387.81 0.3738779 30387.81 14838.62 53827.02 0
846 30166.75 0.4092614 30166.75 16242.94 55986.28 0
847 28323.32 0.3612454 28323.32 14337.26 48588.67 0
848 27986.54 0.3834095 27986.54 15216.91 51027.12 0
849 27892.6 0.417793 27892.6 16581.54 54132.27 0
850 24035.43 0.3060183 24035.43 12145.38 38068.38 0
851 30039.33 0.3999778 30039.33 15874.48 53456.42 0
852 32969.39 0.3468357 32969.39 13765.36 66133.95 1
853 28198.01 0.44708 28198.01 17743.9 47952.69 0
854 24158.89 0.375157 24158.89 14889.39 35332.6 0
855 28196.56 0.4764851 28196.56 18910.94 43872.96 0
856 26492.27 0.4124703 26492.27 16370.29 52172.37 0
857 30982.71 0.449314 30982.71 17832.56 55520.32 0
858 25882.74 0.2622218 25882.74 10407.17 47793 0
859 30155.31 0.392296 30155.31 15569.6 51887.48 0
860 28014.04 0.4732823 28014.04 18783.82 46075.79 0
861 26064.44 0.3108911 26064.44 12338.77 51787.28 1
862 32500.13 0.4784248 32500.13 18987.92 65717.41 0
863 32080.96 0.4501923 32080.96 17867.42 57306.05 0
864 27640.61 0.3277302 27640.61 13007.09 44345.86 0
865 32482.15 0.4155225 32482.15 16491.43 54320.03 0
866 25048.97 0.3835879 25048.97 15223.99 38587.27 0
867 30425.59 0.4249326 30425.59 16864.9 55649.84 0
868 30624.19 0.4113262 30624.19 16324.88 49469.16 0
869 26194.84 0.4531746 26194.84 17985.78 37963.75 0
870 30882.92 0.3809719 30882.92 15120.17 52471.07 0
871 27207.18 0.2963874 27207.18 11763.15 59083.46 0
872 27908.57 0.3574483 27908.57 14186.56 40803.22 0
873 25971.68 0.4122594 25971.68 16361.92 39744.96 0
874 29310.08 0.4016565 29310.08 15941.11 43901.81 0
875 26410.07 0.3985246 26410.07 15816.81 40262.39 0
876 28793.46 0.3790326 28793.46 15043.2 47373.45 0
877 31026.35 0.3562432 31026.35 14138.73 51614.81 0
878 30709.87 0.4493734 30709.87 17834.92 62341.62 0
879 30232.92 0.3826526 30232.92 15186.87 58451.94 0
880 29424.07 0.4175105 29424.07 16570.33 41648.37 0
881 31090.27 0.4751969 31090.27 18859.81 60794.73 1
882 27064.24 0.3441952 27064.24 13660.56 48478.63 0
883 28256.41 0.3943927 28256.41 15652.82 46886.57 0
884 30532.84 0.4476846 30532.84 17767.89 65705.43 0
885 31302.11 0.4628583 31302.11 18370.11 59399.76 0
886 32368.93 0.3287155 32368.93 13046.19 54869.89 0
887 23317.77 0.3326221 23317.77 13201.24 30274.53 1
888 26754.23 0.3097552 26754.23 12293.69 45815.23 0
889 28830.94 0.3690826 28830.94 14648.3 44327.9 0
890 29780.36 0.3963076 29780.36 15728.82 63518.8 0
891 30546.98 0.4216755 30546.98 16735.63 59046.12 0
892 34142 0.3300156 34142 13097.79 62239.21 0
893 31139.5 0.4677546 31139.5 18564.44 60180.77 0
894 32445.67 0.4071002 32445.67 16157.16 55176.33 0
895 30290.48 0.4743387 30290.48 18825.75 60487.12 0
896 27750.85 0.3553158 27750.85 14101.92 44873.73 1
897 30953.95 0.4509936 30953.95 17899.22 56919.78 0
898 23339.07 0.3185747 23339.07 12643.73 40231.71 1
899 29682.17 0.4106894 29682.17 16299.61 61557.06 0
900 33936.45 0.3384347 33936.45 13431.94 62727.2 0
901 29774.32 0.3440627 29774.32 13655.3 45367.84 0
902 33945.46 0.4896643 33945.46 19434 56906.47 0
903 26590.7 0.3381879 26590.7 13422.14 45065.12 0
904 32795.66 0.4588062 32795.66 18209.29 60640.31 0
905 27541.96 0.3635876 27541.96 14430.22 46600.51 0
906 29359.71 0.3292436 29359.71 13067.15 52159.37 1
907 28798.3 0.3772847 28798.3 14973.83 53538.69 0
908 33370.22 0.4586919 33370.22 18204.75 64203.75 0
909 28880.91 0.4144857 28880.91 16450.28 38421.13 0
910 29439.28 0.4454198 29439.28 17678 65383.61 0
911 30204.31 0.4308215 30204.31 17098.62 49494.67 0
912 29193.43 0.3314999 29193.43 13156.71 52641.71 0
913 27773.94 0.3838685 27773.94 15235.13 36195.26 0
914 24774.22 0.3378121 24774.22 13407.23 47573.36 0
915 25896.2 0.3932595 25896.2 15607.84 30608.17 0
916 31189.64 0.4526094 31189.64 17963.35 56903.23 0
917 33659.84 0.4914676 33659.84 19505.57 62537.98 0
918 32644.85 0.4182496 32644.85 16599.66 60464.07 0
919 27231.51 0.4307635 27231.51 17096.32 48932.49 0
920 30554.33 0.2167318 30554.33 8601.74 53265.82 0
921 29551.66 0.3211678 29551.66 12746.64 44163.61 0
922 27612.09 0.3711904 27612.09 14731.96 45243.9 1
923 30040.37 0.3391297 30040.37 13459.52 58609.86 0
924 28636.61 0.4392348 28636.61 17432.53 58023.49 0
925 29195.66 0.3946692 29195.66 15663.79 49353.93 0
926 29246.63 0.3323618 29246.63 13190.91 53568.22 0
927 27026.71 0.4382151 27026.71 17392.06 50119.86 0
928 29955.36 0.3918405 29955.36 15551.53 49507.22 0
929 32425.64 0.436954 32425.64 17342.01 65136.11 0
930 32036.91 0.3957293 32036.91 15705.87 54411.41 0
931 26696.87 0.3893346 26696.87 15452.07 34647.2 0
932 34795.23 0.4964977 34795.23 19705.2 71531.01 0
933 28151.11 0.3209459 28151.11 12737.83 48915.08 0
934 24819.26 0.4517062 24819.26 17927.5 46031.84 0
935 28188.7 0.311541 28188.7 12364.57 35370.39 0
