iter   i     a     b      Smsy      Emin
580 20 2.079378 45384.41 16116.46 12893.17
581 20 1.477478 60788.54 24225.29 19050.44
582 20 1.990089 52415.72 18947.05 15157.64
583 20 1.437842 78256.64 31411.49 19050.44
584 20 1.379719 117636.6 47713.43 19050.44
585 20 1.925913 69366.54 25393.42 19050.44
586 20 1.651488 62186.52 23997.52 19050.44
587 20 1.978205 60299.64 21848.17 17478.54
588 20 1.138662 93910.2 39721.08 19050.44
589 20 2.135339 59596.59 20926.91 16741.53
590 20 1.819448 81088.51 30306.15 19050.44
591 20 2.019813 54712.25 19660.99 15728.79
592 20 1.323022 144184.3 59072.38 19050.44
593 20 1.995793 111620.5 40302.64 19050.44
594 20 1.953103 54553.82 19864.41 15891.53
595 20 2.089296 71672.88 25401.27 19050.44
596 20 1.074125 127351943195 54453449734 19050.44
597 20 1.698393 74007.92 28307.77 19050.44
598 20 1.149803 285458.5 120512.1 19050.44
599 20 1.371101 66380.5 26965.35 19050.44
600 20 2.086956 58558.23 20763.1 16610.48
601 20 1.659506 92163.27 35511.85 19050.44
602 20 1.288762 746630.6 307741.9 19050.44
603 20 1.496336 107830.4 42824.84 19050.44
604 20 1.330949 86585.62 35424.57 19050.44
605 20 0.9452471 397227878972 173482774477 19050.44
606 20 1.502939 107896.7 42799.5 19050.44
607 20 1.420449 136619.4 55009.95 19050.44
608 20 1.319793 120976.7 49592.43 19050.44
609 20 1.204336 201984.4 84481.11 19050.44
610 20 1.855304 60642.56 22507.82 18006.26
611 20 1.771184 105107.4 39649.45 19050.44
612 20 1.60046 81477.97 31743.53 19050.44
613 20 1.564033 141106.7 55347.55 19050.44
614 20 2.140125 51951.97 18224.98 14579.98
615 20 2.156688 57870.42 20233.49 16186.79
616 20 1.183042 146715.4 61589 19050.44
617 20 1.547908 71216.92 28017.37 19050.44
618 20 2.232101 63942.8 22017.45 17613.96
619 20 1.703112 91468.98 34955.3 19050.44
620 20 1.396735 190923.4 77203.41 19050.44
621 20 2.298201 45502.51 15457.89 12366.31
622 20 1.222121 111041.1 46301.53 19050.44
623 20 1.259829 117803.3 48801.3 19050.44
624 20 2.047944 78291.07 27977.04 19050.44
625 20 0.8414557 55934085079 24836605828 19050.44
626 20 1.454391 145944.4 58405.66 19050.44
627 20 1.991614 69285.03 25037.34 19050.44
628 20 2.151542 66563.72 23297.15 18637.72
629 20 1.148336 207455.5 87603.4 19050.44
630 20 1.234199 436070.3 181452 19050.44
631 20 1.281588 159963.3 66015.55 19050.44
632 20 1.904542 65212.48 23972.85 19050.44
633 20 1.69507 55843.64 21373.44 17098.75
634 20 1.753993 85281.55 32276.63 19050.44
635 20 1.754864 72167.57 27308.82 19050.44
636 20 2.296019 64779.31 22016.34 17613.07
637 20 1.777862 74608.35 28108.35 19050.44
638 20 2.037026 65345.93 23401.99 18721.59
639 20 2.128688 70975.4 24955.9 19050.44
640 20 1.086896 287761.5 122779.5 19050.44
641 20 1.918457 55128.63 20210.78 16168.63
642 20 1.052756 152654.4 65504.89 19050.44
643 20 0.9972129 5997032994 2597041960 19050.44
644 20 1.002528 1704995 737712.5 19050.44
645 20 1.07482 8725625906 3730491474 19050.44
646 20 1.754487 72155.97 27306.39 19050.44
647 20 1.668027 91808 35318.25 19050.44
648 20 1.777115 89046.77 33552.77 19050.44
649 20 1.564276 51885.43 20350.58 16280.46
650 20 1.695406 116989.1 44773.24 19050.44
651 20 2.053998 73262.86 26148.64 19050.44
652 20 1.776078 62195.35 23439.83 18751.87
653 20 1.763163 96647.85 36514.35 19050.44
654 20 2.044806 67987.77 24310.39 19050.44
655 20 1.172609 136440.2 57377.85 19050.44
656 20 2.2646 70278.32 24039.19 19050.44
657 20 1.856759 77662.16 28816.6 19050.44
658 20 2.320269 66468.36 22478.39 17982.71
659 20 1.545489 138795.4 54627.71 19050.44
660 20 1.912729 63342.39 23248.11 18598.49
661 20 1.517535 98733.55 39060.2 19050.44
662 20 1.23608 81335.49 33833.27 19050.44
663 20 1.560568 111267.9 43671.59 19050.44
664 20 2.114366 62724.91 22118.52 17694.82
665 20 1.380741 109213.1 44288.8 19050.44
666 20 2.454994 61163.01 20117.16 16093.73
667 20 2.04061 73319.61 26238.82 19050.44
668 20 2.198512 55132.15 19113.65 15290.92
669 20 1.359832 96312.21 39202.84 19050.44
670 20 2.426374 53993.81 17864.75 14291.8
671 20 1.554286 78495.98 30844.7 19050.44
672 20 2.197196 69441.86 24081.08 19050.44
673 20 1.263792 247890.9 102620.7 19050.44
674 20 1.325887 99945.13 40926.87 19050.44
675 20 1.543923 75474.52 29714.17 19050.44
676 20 2.534001 47484.35 15363.61 12290.89
677 20 1.353983 148827.4 60641.56 19050.44
678 20 1.312771 94478.49 38777.84 19050.44
679 20 2.043278 43006.17 15382.4 12305.92
680 20 1.238808 840944041 349643795 19050.44
681 20 1.510534 74061.36 29337.19 19050.44
682 20 1.542794 106603.3 41978.25 19050.44
683 20 1.659753 108403.7 41767.59 19050.44
684 20 1.386234 123826.5 50165.66 19050.44
685 20 1.56749 79536.53 31177.39 19050.44
686 20 1.787861 70999.14 26697.29 19050.44
687 20 1.359053 102613.3 41773.44 19050.44
688 20 1.968258 63104.6 22909.43 18327.55
689 20 1.896651 58938.55 21699.92 17359.94
690 20 1.659124 118536.7 45677.2 19050.44
691 20 1.953754 61118.71 22251.99 17801.6
692 20 2.25398 51740.66 17736.65 14189.32
693 20 1.468979 91688.18 36595.84 19050.44
694 20 2.143312 49125.07 17222.22 13777.78
695 20 0.9762883 570596.9 247945.9 19050.44
696 20 1.854687 75084.83 27871.49 19050.44
697 20 1.847133 57122.55 21234.99 16988
698 20 1.651983 106974.9 41277.33 19050.44
699 20 1.379573 113244.1 45933.05 19050.44
700 20 1.599524 170359.1 66382.86 19050.44
701 20 2.216281 48831.42 16868.31 13494.65
702 20 1.696978 120554.1 46123.87 19050.44
703 20 1.611754 111362.7 43295.29 19050.44
704 20 1.763893 73962.35 27939.67 19050.44
705 20 1.577404 122021.1 47743.07 19050.44
706 20 2.156196 51931.43 18158.81 14527.05
707 20 1.549857 91352.11 35925.81 19050.44
708 20 1.264828 204563.2 84668.83 19050.44
709 20 1.893096 72254.87 26621.19 19050.44
710 20 2.431253 64237.29 21232.52 16986.01
711 20 1.744478 73893.83 28017.57 19050.44
712 20 1.591996 116947.7 45634.22 19050.44
713 20 2.012461 49609.87 17853.47 14282.78
714 20 0.968163 17365947457 7556150935 19050.44
715 20 2.847108 52960.69 16044.93 12835.94
716 20 1.782208 95816.15 36068.19 19050.44
717 20 1.560824 91215.64 35799.57 19050.44
718 20 1.580638 89037.76 34816.83 19050.44
719 20 1.432761 67013.33 26923.2 19050.44
720 20 1.819114 64576.42 24136.45 19050.44
721 20 1.430482 91970.26 36965.05 19050.44
722 20 1.685857 76675.75 29397.84 19050.44
723 20 1.774271 81288.11 30646.02 19050.44
724 20 1.993524 76765.65 27730.11 19050.44
725 20 1.788756 76688.42 28831.63 19050.44
726 20 2.10197 62981.7 22264.42 17811.54
727 20 2.031525 64214.02 23021.81 18417.44
728 20 1.755003 58352.09 22080.34 17664.27
729 20 1.85224 58564.29 21749.4 17399.52
730 20 1.295487 157418.5 64807.44 19050.44
731 20 1.654308 83955.87 32381.05 19050.44
732 20 2.195759 68764.81 23853.24 19050.44
733 20 2.067729 51492.18 18328.04 14662.43
734 20 1.832895 58352.83 21752.26 17401.81
735 20 1.547515 97275.34 38271.76 19050.44
736 20 1.894135 101854.5 37519.1 19050.44
737 20 1.576178 96234.92 37662.3 19050.44
738 20 2.000367 57933.83 20899.14 16719.31
739 20 1.357999 121383.3 49423.84 19050.44
740 20 1.454158 98095.69 39258.69 19050.44
741 20 1.162134 353715.5 149015.5 19050.44
742 20 2.329315 54350.26 18346.17 14676.94
743 20 1.451145 117842.3 47187.18 19050.44
744 20 1.646872 140471 54254.19 19050.44
745 20 1.554757 84944.86 33375.85 19050.44
746 20 1.107621 131060.6 55725.66 19050.44
747 20 0.9965329 3.74728e+11 162295703930 19050.44
748 20 2.631562 60944.29 19320.5 15456.4
749 20 1.064836 180124.1 77137.23 19050.44
750 20 1.4955 102187.9 40590.12 19050.44
751 20 1.752065 77660.54 29403.12 19050.44
752 20 1.748997 91472.06 34652.62 19050.44
753 20 1.297655 119269.4 49083.22 19050.44
754 20 1.380427 77715.83 31517.58 19050.44
755 20 1.950857 119024.6 43358.99 19050.44
756 20 1.676562 110099.5 42286.84 19050.44
757 20 1.771708 52176.25 19680.37 15744.3
758 20 1.456451 93115.67 37250.17 19050.44
759 20 1.978504 56818.63 20585.69 16468.55
760 20 1.325189 111678.1 45737.07 19050.44
761 20 2.002916 83301.69 30035.2 19050.44
762 20 1.56546 60088.3 23562.76 18850.2
763 20 0.9239326 25452292808 11154166019 19050.44
764 20 1.579152 123273.5 48217.48 19050.44
765 20 1.777056 100422.2 37839.46 19050.44
766 20 1.846632 67566.16 25119.79 19050.44
767 20 2.503086 56834.28 18507.57 14806.05
768 20 1.682487 73891.48 28348.39 19050.44
769 20 1.867213 87488.21 32396.67 19050.44
770 20 2.06407 71215.99 25367.03 19050.44
771 20 1.346552 170583.7 69598.08 19050.44
772 20 1.706591 88418.8 33767.37 19050.44
773 20 1.86568 81504.44 30189.89 19050.44
774 20 1.361399 80680.5 32830.98 19050.44
775 20 1.762367 62184.05 23497.22 18797.77
776 20 1.604035 65391.98 25459.53 19050.44
777 20 1.809084 69647.73 26082.36 19050.44
778 20 2.245555 66073.09 22688.72 18150.98
779 20 1.668782 77066.86 29643.17 19050.44
780 20 1.197547 247173.6 103502.4 19050.44
781 20 2.198678 72335.27 25076.92 19050.44
782 20 1.563884 87897.66 34477.84 19050.44
783 20 1.488416 116884.9 46487.96 19050.44
784 20 1.766504 74313.01 28058.11 19050.44
785 20 0.9664152 333841.3 145300 19050.44
786 20 1.289308 76721.78 31619.72 19050.44
787 20 1.467201 61027.13 24365.85 19050.44
788 20 1.308587 158961.9 65292.53 19050.44
789 20 1.610112 102476 39852.55 19050.44
790 20 1.991458 114364.9 41329 19050.44
791 20 1.891471 79561.88 29322.64 19050.44
792 20 2.058205 62217.63 22187.8 17750.24
793 20 1.80551 73412.24 27511.07 19050.44
794 20 1.821083 50840.67 18995.27 15196.22
795 20 1.799536 79600.15 29864.32 19050.44
796 20 1.565343 97307.86 38158.69 19050.44
797 20 1.564621 75090.39 29450.18 19050.44
798 20 1.28864 144685.6 59636.94 19050.44
799 20 1.774777 64564 24338.58 19050.44
800 20 1.240771 153054.2 63614.54 19050.44
801 20 2.222242 56572.32 19518.66 15614.93
802 20 1.65818 69372.82 26737.03 19050.44
803 20 1.704217 97033.16 37073.91 19050.44
804 20 1.93545 51025.88 18644.41 14915.53
805 20 1.37895 91108.33 36958.64 19050.44
806 20 1.667271 92864.43 35729.75 19050.44
807 20 1.880358 75249.31 27793.42 19050.44
808 20 1.412046 97461.4 39302.25 19050.44
809 20 1.050876 274794.8 117952.8 19050.44
810 20 1.323296 91456.52 37467.97 19050.44
811 20 2.280388 63688.68 21715.01 17372.01
812 20 1.213365 502514.4 209853.2 19050.44
813 20 1.154788 280933.8 118501.5 19050.44
814 20 1.727816 94175.61 35821.18 19050.44
815 20 1.769489 68452.13 25830.46 19050.44
816 20 1.83166 87070.65 32465.19 19050.44
817 20 1.72348 63284.47 24091.11 19050.44
818 20 1.924218 64173.82 23500.3 18800.24
819 20 1.706301 78452.12 29962.72 19050.44
820 20 0.8645924 5472496148 2421098727 19050.44
821 20 1.781504 112151 42222.86 19050.44
822 20 1.471783 67088.98 26763.83 19050.44
823 20 1.12939 100123 42415.38 19050.44
824 20 1.72865 58940.01 22415.2 17932.16
825 20 1.69983 80103.85 30631.1 19050.44
826 20 2.114653 67673.26 23862.07 19050.44
827 20 1.523766 84647.85 33449.46 19050.44
828 20 2.043737 63880.21 22846.52 18277.22
829 20 2.090584 67410.09 23884.35 19050.44
830 20 1.774361 72124.57 27190.85 19050.44
831 20 1.908725 55082.02 20232.22 16185.77
832 20 1.326432 118003.5 48317.02 19050.44
833 20 2.26338 61146.44 20920.78 16736.62
834 20 2.150419 73671.49 25790.69 19050.44
835 20 1.644438 115037 44451.09 19050.44
836 20 1.210944 206566.4 86299.4 19050.44
837 20 1.922782 70822.41 25942.3 19050.44
838 20 1.570789 71434.4 27984.35 19050.44
839 20 2.254466 48559.17 16644.39 13315.51
840 20 1.575197 110497.9 43252.1 19050.44
841 20 1.003837 682351.7 295174.7 19050.44
842 20 1.087892 1201337519 512490354 19050.44
843 20 1.792968 64846.02 24359.65 19050.44
844 20 2.253404 75426.32 25859.1 19050.44
845 20 1.86213 67960.77 25190.59 19050.44
846 20 1.745922 81233.79 30792.1 19050.44
847 20 1.63558 79779.46 30878.58 19050.44
848 20 1.797356 71023.38 26657.68 19050.44
849 20 1.680457 83873.93 32190.48 19050.44
850 20 2.058757 46521.99 16588.66 13270.93
851 20 1.737794 78716.86 29884.34 19050.44
852 20 1.465133 148160.2 59177.03 19050.44
853 20 1.351607 117247.5 47794.07 19050.44
854 20 1.676045 53433.36 20524.59 16419.68
855 20 1.753894 62721.92 23738.9 18991.12
856 20 1.784346 71291.28 26825.25 19050.44
857 20 1.071104 6.24382e+11 267109307546 19050.44
858 20 1.487744 90261.64 35903.64 19050.44
859 20 1.536638 94206.37 37138.65 19050.44
860 20 1.704929 68511.26 26172.88 19050.44
861 20 1.690528 81319.72 31150.84 19050.44
862 20 1.176118 32726833756 13754523906 19050.44
863 20 1.502028 110566.9 43865.98 19050.44
864 20 1.845289 60743.32 22589.07 18071.26
865 20 1.577569 96447.45 37735.74 19050.44
866 20 1.735177 53445.94 20300.53 16240.42
867 20 1.589218 93848.19 36639.45 19050.44
868 20 1.657682 81118.45 31266.85 19050.44
869 20 1.733548 54481.53 20700.3 16560.24
870 20 1.774896 75362.91 28408.79 19050.44
871 20 1.509393 135619.2 53732.7 19050.44
872 20 1.042566 259815.1 111676.7 19050.44
873 20 1.461411 74444.68 29754.22 19050.44
874 20 1.735895 65600.46 24913.8 19050.44
875 20 1.762472 58762.59 22203.92 17763.14
876 20 1.172172 178873 75227.92 19050.44
877 20 1.726503 79582.4 30277.99 19050.44
878 20 1.490375 131854 52422.81 19050.44
879 20 1.689595 80093.98 30686.71 19050.44
880 20 1.429381 85066.22 34196.94 19050.44
881 20 1.420852 139818.3 56293.89 19050.44
882 20 1.708777 75584.58 28853.99 19050.44
883 20 1.67413 73502.36 28243.62 19050.44
884 20 1.957872 78831.6 28677.6 19050.44
885 20 2.07952 54643.45 19403.89 15523.11
886 20 1.27804 202179.4 83489.55 19050.44
887 20 0.9554872 249115.6 108616.9 19050.44
888 20 1.424368 90760.4 36518.99 19050.44
889 20 1.916675 60204.11 22079.22 17663.38
890 20 2.21454 65662.91 22690.6 18152.48
891 20 1.331454 153592.1 62833.15 19050.44
892 20 1.756223 85773.47 32448.97 19050.44
893 20 1.969647 68950.39 25024.82 19050.44
894 20 1.691713 85017.33 32559.97 19050.44
895 20 1.829533 78590.7 29315.42 19050.44
896 20 1.662161 72278.2 27835.93 19050.44
897 20 1.922752 75172.2 27535.79 19050.44
898 20 2.17244 44616.37 15549.84 12439.87
899 20 1.488464 139709.7 55565.45 19050.44
900 20 1.846173 83078.45 30889.71 19050.44
901 20 1.551431 77640.96 30524.8 19050.44
902 20 1.918297 75107.75 27536.22 19050.44
903 20 0.9737305 926407.7 402726.9 19050.44
904 20 1.526168 109559.4 43274.44 19050.44
905 20 1.43017 97165.88 39055.5 19050.44
906 20 1.878633 75587.11 27927.57 19050.44
907 20 1.358966 147207.1 59928.27 19050.44
908 20 1.38864 157154.4 63640.41 19050.44
909 20 1.2114 99561.79 41591.71 19050.44
910 20 2.263859 66128.63 22623.19 18098.55
911 20 1.431271 101894.8 40948.13 19050.44
912 20 1.115822 354036.3 150325.1 19050.44
913 20 1.221772 97104.04 40492.55 19050.44
914 20 1.592636 79663.95 31082.01 19050.44
915 20 0.7623634 194893097859 87613892671 19050.44
916 20 1.598021 94068.05 36665.22 19050.44
917 20 1.798265 70850.98 26588.32 19050.44
918 20 1.537582 130092.9 51277.14 19050.44
919 20 1.486323 91777.7 36516.14 19050.44
920 20 1.382556 153671.1 62297.48 19050.44
921 20 1.303612 120260.4 49439.35 19050.44
922 20 1.623313 76531.68 29689.62 19050.44
923 20 1.755785 83741.07 31682.75 19050.44
924 20 1.813306 77012.08 28816.76 19050.44
925 20 2.021926 61992.78 22267.91 17814.33
926 20 1.86149 72958.73 27046.52 19050.44
927 20 2.037344 56697.36 20303.43 16242.74
928 20 1.932827 61581.35 22512.88 18010.3
929 20 1.186924 548292551947 230012491759 19050.44
930 20 1.815577 75147.63 28106.79 19050.44
931 20 0.8752135 863676.9 381457.3 19050.44
932 20 1.557494 135452.4 53193.98 19050.44
933 20 1.898731 65541.99 24121.37 19050.44
934 20 1.079247 259655352744 110929170619 19050.44
935 20 1.127386 101853.4 43163.05 19050.44
936 20 2.053985 74580.55 26619.02 19050.44
937 20 1.798185 61795.06 23190.25 18552.2
938 20 2.315901 58972.32 19961.24 15968.99
939 20 1.181808 10070199700 4228217361 19050.44
940 20 1.240665 3949673160 1641648661 19050.44
941 20 2.074732 49968.87 17760.95 14208.76
942 20 2.299952 59196.46 20102.72 16082.18
943 20 1.895926 48955.08 18026.78 14421.42
944 20 1.295649 198983.8 81917.12 19050.44
945 20 1.530442 80393.17 31729.25 19050.44
946 20 1.020169 500660.9 215997.4 19050.44
947 20 1.535419 93081.24 36703.32 19050.44
948 20 1.660186 63844.93 24597.23 19050.44
949 20 1.378063 143236.7 58114.02 19050.44
950 20 2.078268 58785.89 20880.1 16704.08
951 20 1.152737 236188.5 99662.11 19050.44
952 20 1.955688 55925.69 20353.58 16282.86
953 20 1.826574 64789.46 24181.2 19050.44
954 20 1.824483 71905.64 26848 19050.44
955 20 2.011391 86051.57 30974.59 19050.44
956 20 1.061583 555934.9 238205.2 19050.44
957 20 1.428886 150006.9 60308.74 19050.44
958 20 2.092763 40465.6 14331.28 11465.02
959 20 1.323057 100266.6 41079 19050.44
960 20 1.659624 102854.1 39630.31 19050.44
961 20 1.746606 82377.25 31221.46 19050.44
962 20 2.020723 45645.05 16399.7 13119.76
963 20 1.644785 79564.93 30742.45 19050.44
964 20 1.128235 359018823465 152121802165 19050.44
965 20 1.41298 181182.2 73051.21 19050.44
966 20 1.816556 92916.12 34746.01 19050.44
967 20 1.937969 67222.74 24550.45 19050.44
968 20 1.757635 92363.76 34932.71 19050.44
969 20 1.600967 86094.37 33538.9 19050.44
970 20 1.399181 98627.98 39864.58 19050.44
971 20 1.927726 61637.42 22555.95 18044.76
972 20 1.548513 80442.83 31643.39 19050.44
973 20 0.9150734 255763.3 112245 19050.44
974 20 1.565976 69643.69 27307.16 19050.44
975 20 1.59499 80310.96 31320.73 19050.44
976 20 1.778726 65765.83 24772.87 19050.44
977 20 1.615732 92163.99 35804.67 19050.44
978 20 2.013997 50477.92 18160.33 14528.26
979 20 2.252436 62305.53 21365 17092
980 20 1.55782 83242.42 32688.45 19050.44
981 20 1.085726 168285267689 71816489935 19050.44
982 20 2.337756 48878.16 16470.45 13176.36
983 20 1.764615 65445.01 24718.79 19050.44
984 20 1.251047 192770.7 79979.38 19050.44
985 20 1.421868 90667.57 36498.06 19050.44
986 20 1.093887 210684.3 89787.67 19050.44
987 20 1.720852 93441.6 35589.1 19050.44
988 20 1.393409 85783.5 34708.8 19050.44
989 20 1.643157 85528.17 33056.63 19050.44
990 20 2.038632 56119.08 20091.2 16072.96
991 20 1.636187 109206.5 42263.51 19050.44
992 20 1.580639 61207.28 23934.15 19050.44
993 20 1.84604 72802.1 27069.52 19050.44
994 20 1.59364 119451.6 46597.01 19050.44
995 20 1.961121 58288.26 21190.71 16952.57
996 20 1.498782 104868.2 41629.8 19050.44
997 20 1.497619 103643 41152.14 19050.44
998 20 1.654512 72669.73 28027.01 19050.44
999 20 1.946611 58112.57 21187.29 16949.83
1000 20 2.065427 62965.59 22422.17 17937.74
